DATASET_NAME,DATA_FIELD_NAME,DATA_SOURCE_OWNER
"Private Property Ownership of Individuals, Businesses and other entities",InstrumentNature,SLA
"Private Property Ownership of Individuals, Businesses and other entities",InstrumentRegistrationDate,SLA
"Private Property Ownership of Individuals, Businesses and other entities",DateOfContract,SLA
"Private Property Ownership of Individuals, Businesses and other entities",Consideration,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerPartyGroupShareNum,SLA
"Private Property Ownership of Individuals, Businesses and other entities",OwnerPartyGroupShareDe,SLA
"Private Property Ownership of Individuals, Businesses and other entities",CreateDate,SLA
"Private Property Ownership of Individuals, Businesses and other entities",FirstIssueDate,SLA
"Private Property Ownership of Individuals, Businesses and other entities",ShareinLandinTitleDocNumerator,SLA
"Private Property Ownership of Individuals, Businesses and other entities",ShareinLandinTitleDocDenominator,SLA
State Title,StateTitleType,SLA
State Title,StateLeaseCommencementDate,SLA
State Title,StateLeaseExpiryDate,SLA
State Title,StateLeaseDurationYears,SLA
State Title,StateLeaseDurationMonths,SLA
State Title,StateLeaseDurationDays,SLA
ACRA BIZHUB XML FILES (Entity),partno,ACRA
ACRA BIZHUB XML FILES (Entity),AUDIT,ACRA
ACRA BIZHUB XML FILES (Entity),AUD,ACRA
ACRA BIZHUB XML FILES (Entity),AGM,ACRA
ACRA BIZHUB XML FILES (Entity),AGMF,ACRA
ACRA BIZHUB XML FILES (Entity),BIZPRO,ACRA
ACRA BIZHUB XML FILES (Entity),BIZRNWL,ACRA
ACRA BIZHUB XML FILES (Entity),CHFYE,ACRA
ACRA BIZHUB XML FILES (Entity),COAMAL,ACRA
ACRA BIZHUB XML FILES (Entity),COCAP,ACRA
ACRA BIZHUB XML FILES (Entity),CHAR,ACRA
ACRA BIZHUB XML FILES (Entity),CHARA,ACRA
ACRA BIZHUB XML FILES (Entity),CHARS,ACRA
ACRA BIZHUB XML FILES (Entity),CHARV,ACRA
ACRA BIZHUB XML FILES (Entity),CHARD,ACRA
ACRA BIZHUB XML FILES (Entity),MOF,ACRA
ACRA BIZHUB XML FILES (Entity),COPRD,ACRA
ACRA BIZHUB XML FILES (Entity),COSHA,ACRA
ACRA BIZHUB XML FILES (Entity),OSCABS,ACRA
ACRA BIZHUB XML FILES (Entity),E_FH,ACRA
ACRA BIZHUB XML FILES (Entity),ENTTM,ACRA
ACRA BIZHUB XML FILES (Entity),LLPAD,ACRA
ACRA BIZHUB XML FILES (Entity),LLPPRO,ACRA
ACRA BIZHUB XML FILES (Entity),LPPRO,ACRA
ACRA BIZHUB XML FILES (Entity),LPRNWL,ACRA
ACRA BIZHUB XML FILES (Entity),REDMDTL,ACRA
ACRA BIZHUB XML FILES (Entity),REDMHST,ACRA
ACRA BIZHUB XML FILES (Entity),UF,ACRA
ACRA BIZHUB XML FILES (Entity),UL,ACRA
ACRA BIZHUB XML FILES (Entity),UEN_EDH,ACRA
ACRA BIZHUB XML FILES (Individual),partno,ACRA
ACRA BIZHUB XML FILES (Individual),ADVRS,ACRA
ACRA BIZHUB XML FILES (Individual),BIZNH,ACRA
ACRA BIZHUB XML FILES (Individual),BIZPOS,ACRA
ACRA BIZHUB XML FILES (Individual),BIZPER,ACRA
ACRA BIZHUB XML FILES (Individual),BIZWH,ACRA
ACRA BIZHUB XML FILES (Individual),ALTD,ACRA
ACRA BIZHUB XML FILES (Individual),COLQRJM,ACRA
ACRA BIZHUB XML FILES (Individual),CONH,ACRA
ACRA BIZHUB XML FILES (Individual),COPOS,ACRA
ACRA BIZHUB XML FILES (Individual),COWH,ACRA
ACRA BIZHUB XML FILES (Individual),CORTL,ACRA
ACRA BIZHUB XML FILES (Individual),FAPRO,ACRA
ACRA BIZHUB XML FILES (Individual),LLPPOS,ACRA
ACRA BIZHUB XML FILES (Individual),LLPLQRM,ACRA
ACRA BIZHUB XML FILES (Individual),LLPNH,ACRA
ACRA BIZHUB XML FILES (Individual),LLPWH,ACRA
ACRA BIZHUB XML FILES (Individual),LPPOS,ACRA
ACRA BIZHUB XML FILES (Individual),LPNH,ACRA
ACRA BIZHUB XML FILES (Individual),LPWH,ACRA
ACRA BIZHUB XML FILES (Individual),PAPRO,ACRA
ACRA BIZHUB XML FILES (Individual),PAFPOS,ACRA
ACRA BIZHUB XML FILES (Individual),PAFNH,ACRA
ACRA BIZHUB XML FILES (Individual),PAFWH,ACRA
ACRA BIZHUB XML FILES (Individual),PAFPRO,ACRA
ACRA BIZHUB XML FILES (Individual),PP,ACRA
ACRA BIZHUB XML FILES (Individual),QIPRO,ACRA
Lease Buyback Scheme,UIN,HDB
Lease Buyback Scheme,BonusAmount,HDB
Lease Buyback Scheme,DisbursementDate,HDB
Lease Buyback Scheme,HouseholdNo,HDB
Lease Buyback Scheme,LBSCompletionDate,HDB
Silver Housing Bonus,UIN,MND
Silver Housing Bonus,BonusAmount,MND
Silver Housing Bonus,DisbursementDate,MND
Silver Housing Bonus,HouseholdNo,MND
Medisave Grants for Newborns,ChildUIN,MOH
Medisave Grants for Newborns,ParentUIN,MOH
Medisave Grants for Newborns,CreditedAmount,MOH
Medisave Grants for Newborns,CreditingDate,MOH
Workfare Income Supplement,UIN,MOM
Workfare Income Supplement,TransactionType,MOM
Workfare Income Supplement,TotalWISreceived ,MOM
Workfare Income Supplement,Cashreceived,MOM
Workfare Income Supplement,CPFreceived,MOM
Workfare Income Supplement,WorkYearPeriodFrom,MOM
Workfare Income Supplement,WorkYearPeriodTo,MOM
Workfare Income Supplement,EmploymentStatus,MOM
Workfare Income Supplement,PaymentDate,MOM
Aggregated Data Zone,POSTAL_COD,SLA
Aggregated Data Zone,ADZ_ID,SLA
Aggregated Data Zone,SUB_MTZ_NO,SLA
Aggregated Data Zone,SUBZONE_N,SLA
Aggregated Data Zone,SUBZONE_C,SLA
Aggregated Data Zone,PLN_AREA_N,SLA
Aggregated Data Zone,PLN_AREA_C,SLA
Aggregated Data Zone,REGION_N,SLA
Aggregated Data Zone,REGION_C,SLA
F360 Foreigner Data Repository - ICA PreviousNationality,UINFIN,ICA
F360 Foreigner Data Repository - ICA PreviousNationality,ResidentialStatusPassType,ICA
F360 Foreigner Data Repository - ICA PreviousNationality,EntitySerialNumber,ICA
F360 Foreigner Data Repository - ICA PreviousNationality,UINFINSerialNumber,ICA
"F360 Foreigner Data Repository - MOM Race, Nationality, Religion",UINFIN,MOM
"F360 Foreigner Data Repository - MOM Race, Nationality, Religion",ResidentialStatusPassType,MOM
"F360 Foreigner Data Repository - MOM Race, Nationality, Religion",EntitySerialNumber,MOM
"F360 Foreigner Data Repository - MOM Race, Nationality, Religion",UINFINSerialNumber,MOM
F360 Foreigner Data Repository - Employer and Wage,MOM_MonthlySalary,MOM
F360 Foreigner Data Repository - Employer and Wage,EmployerUENPrimaryActivityCode,ACRA
F360 Foreigner Data Repository - Employer and Wage,EmployerUENSecondaryActivityCode,ACRA
F360 Foreigner Data Repository - Employer and Wage,EmployerUENSurveyAugmentedSSIC,ACRA
F360 Foreigner Data Repository - Employer and Wage,EmployerUENAddressOne,ACRA
F360 Foreigner Data Repository - Employer and Wage,EmployerUENAddressTwo,ACRA
F360 Foreigner Data Repository - Employer and Wage,EmployerUENAddressThree,ACRA
HDB Rental of Commercial Properties,TenantUEN,HDB
HDB Rental of Commercial Properties,IdentityNumber,HDB
HDB Rental of Commercial Properties,IdentityNumberType,HDB
HDB Rental of Commercial Properties,TenancyStatus,HDB
HDB Rental of Commercial Properties,BlockNo,HDB
HDB Rental of Commercial Properties,FloorNo,HDB
HDB Rental of Commercial Properties,UnitNo,HDB
HDB Rental of Commercial Properties,StreetName,HDB
HDB Rental of Commercial Properties,PostalCode,HDB
HDB Rental of Commercial Properties,PropertyAddress,HDB
HDB Rental of Commercial Properties,TradingArea,HDB
HDB Rental of Commercial Properties,ActualUsageClass,HDB
HDB Rental of Commercial Properties,ActualUsageType,HDB
HDB Rental of Commercial Properties,Trade1,HDB
HDB Rental of Commercial Properties,Trade2,HDB
HDB Rental of Commercial Properties,Trade3,HDB
HDB Rental of Commercial Properties,Trade4,HDB
HDB Rental of Commercial Properties,Trade5,HDB
HDB Rental of Commercial Properties,TenancyCommencementDate,HDB
HDB Rental of Commercial Properties,TenancyExpiryDate,HDB
HDB Rental of Commercial Properties,Sub-TenantUEN,HDB
HDB Rental of Commercial Properties,Sub-TenantIdentityNumber,HDB
HDB Rental of Commercial Properties,Sub-TenantIdentityNumberType,HDB
HDB Rental of Commercial Properties,SubTenancyStatus,HDB
HDB Rental of Commercial Properties,Sub-TenantRentalSpaceArea,HDB
Critical Infocomm Resource Programme (CITREP+),NRIC,IMDA
Critical Infocomm Resource Programme (CITREP+),Claims amount disbursed,IMDA
Critical Infocomm Resource Programme (CITREP+),Claim Disbursement Date,IMDA
Tech Immersion and Placement Programme (TIPP),NRIC,IMDA
Tech Immersion and Placement Programme (TIPP),Eligible TIPP Support,IMDA
Tech Immersion and Placement Programme (TIPP),Actual TIPP Claim Disbursed,IMDA
Tech Immersion and Placement Programme (TIPP),TIPP Placement Date,IMDA
Nationality of persons granted Singapore Permanent Residency,UIN,ICA
Nationality of persons granted Singapore Citizenship,UIN,ICA
Contract Header (Open),MinistryCode,MOF
Contract Header (Open),DepartmentCode,MOF
Contract Header (Open),AgencyName,MOF
Contract Header (Open),DocumentNumber,MOF
Contract Header (Open),ParentDocumentNumber,MOF
Contract Header (Open),BuyReferenceNumber,MOF
Contract Header (Open),DocumentOrigin,MOF
Contract Header (Open),SubOrigin,MOF
Contract Header (Open),ContractType,MOF
Contract Header (Open),ProcurementNature,MOF
Contract Header (Open),NoticeType,MOF
Contract Header (Open),ProcurementType,MOF
Contract Header (Open),IssueNumber,MOF
Contract Header (Open),AwardDate,MOF
Contract Header (Open),IssuedDate,MOF
Contract Header (Open),ContractStatus,MOF
Contract Header (Open),ContractDescription,MOF
Contract Header (Open),ContactPersonOrganisation,MOF
Contract Header (Open),ContactPersonName,MOF
Contract Header (Open),ContactPersonEmail,MOF
Contract Header (Open),SupplierCode,MOF
Contract Header (Open),SupplierName,MOF
Contract Header (Open),AdministrationFeePercentage,MOF
Contract Header (Open),ApprovedProcurementValue_SGD,MOF
Contract Header (Open),SecurityDeposit,MOF
Contract Header (Open),GuaranteeAdvancePayment,MOF
Contract Header (Open),LiquidatedDamages,MOF
Contract Header (Open),ContractSignatoryName,MOF
Contract Header (Open),ContractSignatoryDesignation,MOF
Contract Header (Open),ContractSignatoryDate,MOF
Contract Header (Open),TenderApprovingAuthority,MOF
Contract Item (Open),DocumentNumber,MOF
Contract Item (Open),ItemNumber,MOF
Contract Item (Open),ItemDescription,MOF
Contract Item (Open),ParentItemNumber,MOF
Contract Item (Open),PeriodContractNumber,MOF
Contract Item (Open),PCItemLineNumber,MOF
Contract Item (Open),SubBusinessUnit,MOF
Contract Item (Open),CostCentreGroup,MOF
Contract Item (Open),BuyerCode,MOF
Contract Item (Open),ItemStatus,MOF
Contract Item (Open),UOM,MOF
Contract Item (Open),Quantity,MOF
Contract Item (Open),UnitPrice,MOF
Contract Item (Open),LeasePurchaseIndicator,MOF
Contract Item (Open),LeasePeriod,MOF
Contract Item (Open),InstructiontoSupplier,MOF
Contract Item (Open),OriginalUOM,MOF
Contract Item (Open),OriginalQuantity,MOF
Contract Item (Open),OriginalUnitPrice,MOF
Contract Item (Open),OriginalLeasePeriod,MOF
Contract Item (Open),Currency,MOF
Contract Item (Open),CurrencyRate,MOF
Contract SOR (Open),DocumentNumber,MOF
Contract SOR (Open),SORDescription,MOF
Contract SOR (Open),SORPercentage,MOF
Contract SOR (Open),SORPercentSign,MOF
Contract SOR (Open),SORStatus,MOF
Invoicing Instruction Distribution (Open),DocumentNumber,MOF
Invoicing Instruction Distribution (Open),ItemNumber,MOF
Invoicing Instruction Distribution (Open),LocationNumber,MOF
Invoicing Instruction Distribution (Open),DistributionNumber,MOF
Invoicing Instruction Distribution (Open),ChartOfAccount,MOF
Invoicing Instruction Distribution (Open),DistributionQuantity,MOF
Invoicing Instruction Header (Open),MinistryCode,MOF
Invoicing Instruction Header (Open),DepartmentCode,MOF
Invoicing Instruction Header (Open),AgencyName,MOF
Invoicing Instruction Header (Open),DocumentNumber,MOF
Invoicing Instruction Header (Open),ContractingInstrumentNumber,MOF
Invoicing Instruction Header (Open),PeriodContractNumber,MOF
Invoicing Instruction Header (Open),ProcurementType,MOF
Invoicing Instruction Header (Open),IssueNumber,MOF
Invoicing Instruction Header (Open),IssuedDate,MOF
Invoicing Instruction Header (Open),InvoicingInstructionStatus,MOF
Invoicing Instruction Header (Open),IIDescription,MOF
Invoicing Instruction Header (Open),ContactPersonOrganisation,MOF
Invoicing Instruction Header (Open),ContactPersonName,MOF
Invoicing Instruction Header (Open),ContactPersonEmail,MOF
Invoicing Instruction Header (Open),NFSBuyerCode,MOF
Invoicing Instruction Header (Open),BuyerName,MOF
Invoicing Instruction Header (Open),BuyerOrganisation,MOF
Invoicing Instruction Header (Open),SupplierCode,MOF
Invoicing Instruction Header (Open),SupplierName,MOF
Invoicing Instruction Header (Open),SupplierType,MOF
Invoicing Instruction Header (Open),SubBusinessUnit,MOF
Invoicing Instruction Header (Open),CurrencyRate,MOF
Invoicing Instruction Header (Open),CurrencyCode,MOF
Invoicing Instruction Header (Open),AdministrationFeePercentage,MOF
Invoicing Instruction Header (Open),CostCentreGroup,MOF
Invoicing Instruction Header (Open),BillToAgency,MOF
Invoicing Instruction Header (Open),PurchaseGroupCode,MOF
Invoicing Instruction Item (Open),DocumentNumber,MOF
Invoicing Instruction Item (Open),ItemNumber,MOF
Invoicing Instruction Item (Open),CIItemNumber,MOF
Invoicing Instruction Item (Open),ItemDescription,MOF
Invoicing Instruction Item (Open),ItemStatus,MOF
Invoicing Instruction Item (Open),UOM,MOF
Invoicing Instruction Item (Open),Quantity,MOF
Invoicing Instruction Item (Open),UnitPrice,MOF
Invoicing Instruction Item (Open),LeasePurchaseIndicator,MOF
Invoicing Instruction Item (Open),LeasePeriod,MOF
Invoicing Instruction Item (Open),InstructionToSupplier,MOF
Invoicing Instruction Item (Open),MaterialGroupCode,MOF
Invoicing Instruction Item (Open),OriginalUOM,MOF
Invoicing Instruction Item (Open),OriginalQuantity,MOF
Invoicing Instruction Item (Open),OriginalUnitPrice,MOF
Invoicing Instruction Item (Open),OriginalLeasePeriod,MOF
Invoicing Instruction Location (Open),DocumentNumber,MOF
Invoicing Instruction Location (Open),ItemNumber,MOF
Invoicing Instruction Location (Open),LocationNumber,MOF
Invoicing Instruction Location (Open),DeliveryDestination,MOF
Invoicing Instruction Location (Open),DeliveryTerm,MOF
Invoicing Instruction Location (Open),DeliveryDate,MOF
Invoicing Instruction Location (Open),DeliveryQuantity,MOF
Invoicing Instruction Location (Open),PortOfOrigin,MOF
Invoicing Instruction Location (Open),GoodsAcceptanceOfficerName,MOF
Invoicing Instruction Location (Open),GoodsAcceptanceOfficerEmail,MOF
Notice Award Header (Open),DocumentNumber,MOF
Notice Award Header (Open),MinistryCode,MOF
Notice Award Header (Open),DepartmentCode,MOF
Notice Award Header (Open),AgencyName,MOF
Notice Award Header (Open),DocumentType,MOF
Notice Award Header (Open),DocumentReferenceNumber,MOF
Notice Award Header (Open),NoticeDescription,MOF
Notice Award Header (Open),ProcurementCategory,MOF
Notice Award Header (Open),ProcurementNature,MOF
Notice Award Header (Open),NoticeType,MOF
Notice Award Header (Open),ProcurementType,MOF
Notice Award Header (Open),RFP,MOF
Notice Award Header (Open),LimitedNoticeReason,MOF
Notice Award Header (Open),EPVSGD,MOF
Notice Award Header (Open),PublishDate,MOF
Notice Award Header (Open),CloseDate,MOF
Notice Award Header (Open),CallingAgency,MOF
Notice Award Header (Open),AwardingAgency,MOF
Notice Award Header (Open),AwardPublishDate,MOF
Notice Award Header (Open),AwardDate,MOF
Notice Award Header (Open),ApprovedProcumentValueSGD,MOF
Notice Award Header (Open),NoAwardReason,MOF
Notice Award Header (Open),NumberOfSuppliersAwarded,MOF
Notice Award Item (Open),DocumentNumber,MOF
Notice Award Item (Open),NoticeItemLineNumber,MOF
Notice Award Item (Open),NoticeItemDescription,MOF
Notice Award Item (Open),NoticeItemQuantity,MOF
Notice Award Item (Open),NoticeItemBudgetAmountSGD,MOF
Notice Award Item (Open),TotalNoticeItemBudgetSGD,MOF
Notice Award Item (Open),NoticeItemUOM,MOF
Notice Award Item (Open),SubBusinessUnit,MOF
Notice Award Item (Open),AwardedStatus,MOF
Notice Award Item (Open),AwardedSupplierCode,MOF
Notice Award Item (Open),AwardedSupplierName,MOF
Notice Award Item (Open),AwardedReason,MOF
Notice Award Item (Open),AwardedItemDescription,MOF
Notice Award Item (Open),AwardedItemResponseLineNumber,MOF
Notice Award Item (Open),AwardedItemResponseSubLineNumber,MOF
Notice Award Item (Open),AwardedItemUOM,MOF
Notice Award Item (Open),AwardedItemQuantity,MOF
Notice Award Item (Open),AwardedItemAmount,MOF
Notice Award Item (Open),AwardedItemCurrencyCode,MOF
Notice Award Item (Open),AwardedItemCurrencyRate,MOF
Notice Award SOR (Open),DocumentNumber,MOF
Notice Award SOR (Open),NoticeSORDescription,MOF
Notice Award SOR (Open),AwardedStatus,MOF
Notice Award SOR (Open),AwardedSupplierCode,MOF
Notice Award SOR (Open),AwardedSupplierName,MOF
Notice Award SOR (Open),AwardedReason,MOF
Notice Award SOR (Open),AwardedSORPercentage,MOF
Notice Award SOR (Open),AwardedSORPercentageSign,MOF
